﻿﻿﻿﻿chapter,arabic,korean,example_sentence,sentence_korean
12과,سَامَحَهُ,용서했다,عَاقَبَ الْأَبُ ابْنَهُ، ثُمَّ سَامَحَهُ.,"아버지는 아들을 벌했다, 그리고 나서 그를 (용서했다)."
12과,طَلَبْتُ,요청했다,طَلَبْتُ الْمُسَاعَدَةَ فَلَمْ يُسَاعِدْنِي أَحَدٌ.,나는 도움을 (요청했다) 그러나 아무도 나를 도와주지 않았다.
12과,يُسَاعِدْنِي,도와주지,طَلَبْتُ الْمُسَاعَدَةَ فَلَمْ يُسَاعِدْنِي أَحَدٌ.,나는 도움을 요청했다 그러나 아무도 나를 (도와주지) 않았다.
12과,قَرَّرْنَا,결정했다,قَرَّرْنَا السَّفَرَ إِلَى أَمْرِيكَا بِمُنَاسَبَةِ عِيدِ مِيلَادِ أُمِّي.,우리는 어머니 생신을 맞아 미국으로 여행 가는 것을 (결정했다).
12과,حَضَرَ,왔다,حَضَرَ زَيْدٌ وَسَمِيرٌ إِلَى الْمَدْرَسَةِ.,자이드와 사미르가 학교에 (왔다/출석했다). (동시/단순 나열)
12과,وَصَلَ,도착했다,وَصَلَ زَيْدٌ فَسَمِيرٌ.,자이드가 도착하고 (곧이어) 사미르가 (도착했다). (순서-즉시)
12과,دَخَلَ,들어왔다,دَخَلَ الْأُسْتَاذُ فَاطُّلَّابُ.,교수님이 들어오시고 (바로 뒤따라) 학생들이 (들어왔다).
12과,أَكَلُوا,먹었다,أَكَلُوا الطَّعَامَ، فَشَرِبُوا الْقَهْوَةَ.,"그들은 음식을 (먹었다), 그리고 나서 (바로) 커피를 마셨다."
12과,فَشَرِبُوا,마셨다,أَكَلُوا الطَّعَامَ، فَشَرِبُوا الْقَهْوَةَ.,"그들은 음식을 먹었다, 그리고 나서 (바로) 커피를 (마셨다)."
12과,سَأَذْهَبُ,갈,سَأَذْهَبُ مَعَ ضَيْفٍ مُهِمٍّ فَأَرْجُو مِنْكُمْ خِدْمَةً مُمْتَازَةً.,나는 중요한 손님과 함께 (갈) 것이다 그러니 훌륭한 서비스를 부탁한다.
12과,فَأَرْجُو,부탁한다,سَأَذْهَبُ مَعَ ضَيْفٍ مُهِمٍّ فَأَرْجُو مِنْكُمْ خِدْمَةً مُمْتَازَةً.,나는 중요한 손님과 함께 갈 것이다 (그러니) 훌륭한 서비스를 (부탁한다).
12과,طَلَبْتُ,요청했으나,طَلَبْتُ الْمُسَاعَدَةَ فَلَمْ يُسَاعِدْنِي أَحَدٌ.,나는 도움을 (요청했으나) 아무도 도와주지 않았다. (fa: 역접/결과)
12과,حَاوَلْتُ,시도했으나,حَاوَلْتُ ذٰلِكَ، وَلٰكِنْ لَمْ أَسْتَطِعْ، فَأَنَا مَشْغُولٌ دَائِمًا.,"나는 그것을 (시도했으나) 할 수 없었다, 왜냐하면 나는 항상 바쁘기 때문이다."
12과,فَأَنَا,왜냐하면,فَأَنَا مَشْغُولٌ دَائِمًا.,(왜냐하면) 나는 항상 바쁘기 때문이다. (fa: 이유)
12과,أَكْمَلَ,마치고,أَكْمَلَ دِرَاسَتَهُ فِي أَمْرِيكَا، ثُمَّ رَجَعَ إِلَى بَلَدِهِ.,"그는 미국에서 공부를 (마치고), (나중에) 고국으로 돌아갔다. (thumma: 시간차)"
12과,رَجَعَ,돌아갔다,أَكْمَلَ دِرَاسَتَهُ فِي أَمْرِيكَا، ثُمَّ رَجَعَ إِلَى بَلَدِهِ.,"그는 미국에서 공부를 마치고, (나중에) 고국으로 (돌아갔다)."
12과,بَقَرَ,소,بَقَرَ - بَقَرَةٌ.,(소) (집합) - 소 한 마리.
12과,تُفَّاحَ,사과,تُفَّاحَ - تُفَّاحَةٌ.,(사과) (집합) - 사과 한 알.
12과,حَجَرَ,바위,حَجَرَ - حَجَرَةٌ.,(바위/돌) (집합) - 돌 하나.
12과,شَجَرَ,나무,شَجَرَ - شَجَرَةٌ.,(나무) (집합) - 나무 한 그루.
12과,غَنَمَ,양,غَنَمَ - غَنَمَةٌ.,(양) (집합) - 양 한 마리.
12과,نَحْلَ,꿀벌,نَحْلَ - نَحْلَةٌ.,(꿀벌) (집합) - 벌 한 마리.
12과,ذَهَبَ,갔다,ذَهَبَ الْأُسْتَاذُ ثُمَّ الطَّالِبُ إِلَى الْمَطْعَمِ.,교수님이 (갔다) 그리고 나서 (시간을 두고) 학생이 식당에 갔다.
12과,عَلَى,책상,عَلَى الْمَكْتَبِ هُنَاكَ قَلَمٌ وَحَقِيبَةٌ.,(책상) 위에 펜과 가방이 있다.
12과,أَخْبَرَنِي,알려주었다,أَخْبَرَنِي بِزِيَارَةِ الْأُسْتَاذِ فَذَهَبْتُ إِلَى الْمَطَارِ.,그는 나에게 교수님의 방문을 (알려주었다) 그래서 나는 공항으로 갔다.
12과,فَذَهَبْتُ,갔다,أَخْبَرَنِي بِزِيَارَةِ الْأُسْتَاذِ فَذَهَبْتُ إِلَى الْمَطَارِ.,그는 나에게 교수님의 방문을 알려주었다 (그래서) 나는 공항으로 (갔다).
12과,رَحَّبَ,환영했다,رَحَّبَ الْمُدِيرُ بِالْمُوَظَّفِينَ الْجُدُدِ وَقَدَّمَ لَهُمُ الْقَهْوَةَ.,이사는 신입 직원들을 (환영했다) 그리고 그들에게 커피를 대접했다.
12과,أَكْمَلْتُ,마쳤다,أَكْمَلْتُ الْوَاجِبَ الْمَنْزِلِيَّ ثُمَّ خَرَجْتُ لِمُشَاهَدَةِ فِيلْمٍ.,나는 숙제를 (마쳤다) 그리고 나서 영화를 보러 나갔다.
12과,خَرَجْتُ,나갔다,أَكْمَلْتُ الْوَاجِبَ الْمَنْزِلِيَّ ثُمَّ خَرَجْتُ لِمُشَاهَدَةِ فِيلْمٍ.,나는 숙제를 마쳤다 그리고 나서 영화를 보러 (나갔다).
12과,أَعْلَى,가장높은,بُرْجُ خَلِيفَةَ أَعْلَى بِنَاءٍ فِي الْعَالَمِ.,부르즈 칼리파는 세계에서 (가장 높은) 건물이다.
12과,بِنَاءٍ,건물,بُرْجُ خَلِيفَةَ أَعْلَى بِنَاءٍ فِي الْعَالَمِ.,부르즈 칼리파는 세계에서 가장 높은 (건물)이다.
12과,بُرْجُ,탑,بُرْجُ خَلِيفَةَ أَعْلَى بِنَاءٍ فِي الْعَالَمِ.,(탑/타워) 부르즈 칼리파는 세계에서 가장 높은 건물이다.
12과,مَوْسُوعَةَ,백과사전,لِذٰلِكَ دَخَلَ مَوْسُوعَةَ غِينِيس.,그래서 그것은 기네스 (백과사전/북)에 등재되었다.
12과,ارْتِفَاعُ,높이,يَصِلُ ارْتِفَاعُ بُرْجِ خَلِيفَةَ إِلَى 828 مِتْرًا.,부르즈 칼리파의 (높이)는 828미터에 이른다.
12과,يَصِلُ,이른다,يَصِلُ ارْتِفَاعُ بُرْجِ خَلِيفَةَ إِلَى 828 مِتْرًا.,부르즈 칼리파의 높이는 828미터에 (이른다).
12과,بَدَأَتْ,시작되었다,بَدَأَتْ أَعْمَالُ الْبِنَاءِ فِي عَامِ 2004.,건설 작업은 2004년에 (시작되었다).
12과,الْبِنَاءِ,건설,بَدَأَتْ أَعْمَالُ الْبِنَاءِ فِي عَامِ 2004.,(건설) 작업은 2004년에 시작되었다.
12과,طَابِقًا,층,يَتَكَوَّنُ مِنْ أَكْثَرَ مِنْ 160 طَابِقًا.,그것은 160(층) 이상으로 구성된다.
12과,مِصْعَدًا,엘리베이터,فِي بُرْجِ خَلِيفَةَ 57 مِصْعَدًا.,부르즈 칼리파에는 57개의 (엘리베이터)가 있다.
12과,مَرَافِقُ,시설,فِيهِ مَرَافِقُ كَثِيرَةٌ مِثْلُ الشُّقَقِ وَالْفَنَادِقِ.,그곳에는 아파트와 호텔 같은 많은 (시설)들이 있다.
12과,الشُّقَقِ,아파트,فِيهِ مَرَافِقُ كَثِيرَةٌ مِثْلُ الشُّقَقِ وَالْفَنَادِقِ.,그곳에는 (아파트)와 호텔 같은 많은 시설들이 있다.
12과,الْفَنَادِقِ,호텔,فِيهِ مَرَافِقُ كَثِيرَةٌ مِثْلُ الشُّقَقِ وَالْفَنَادِقِ.,그곳에는 아파트와 (호텔) 같은 많은 시설들이 있다.
12과,حَوْضِ سِبَاحَةٍ,수영장,وَأَعْلَى حَوْضِ سِبَاحَةٍ فِي الْعَالَمِ.,그리고 세계에서 가장 높은 (수영장)이 있다.
12과,السِّيَّاحِ.,관광,لِذٰلِكَ يَزُورُهُ الْكَثِيرُ مِنَ السِّيَّاحِ.,그래서 많은 (관광)객들이 그곳을 방문한다.
12과,أَجْدَدُ,더새로운,أَلْبَيْتُ الْأَبْيَضُ أَجْدَدُ.,그 하얀 집이 (더 새로운) 것이다.
12과,أَسْرَعُ,더빠른,هٰذِهِ السَّيَّارَةُ أَسْرَعُ.,이 자동차가 (더 빠른) 것이다.
12과,أَطْوَلُ,가장키가큰,أَحْمَدُ أَطْوَلُ طَالِبٍ فِي الصَّفِّ.,아흐마드는 반에서 (가장 키가 큰) 학생이다.
12과,أَكْبَرُ,가장큰,سِيئُولُ أَكْبَرُ مَدِينَةٍ فِي كُورِيَا.,서울은 한국에서 (가장 큰) 도시이다.
12과,أَجْمَلُ,가장아름다운,فَصْلُ الْخَرِيفِ هُوَ الْفَصْلُ الْأَجْمَلُ.,가을은 (가장 아름다운) 계절이다.
12과,أَغْلَى,더비싼,الذَّهَبُ أَغْلَى مِنَ الْفِضَّةِ.,금은 은보다 (더 비싼) 것이다.
12과,أَحْلَى,더달콤한,التُّفَّاحُ أَحْلَى مِنَ اللَّيْمُونِ.,사과는 레몬보다 (더 달콤한) 것이다.
12과,أَقْرَبُ,더가까운,بَيْتِي أَقْرَبُ إِلَى الْمَدْرَسَةِ مِنْ بَيْتِكَ.,내 집은 네 집보다 학교에 (더 가까운) 곳에 있다.
12과,أَطْوَلُ,더긴,نَهْرُ النِّيلِ أَطْوَلُ مِنْ نَهْرِ هَان.,나일 강은 한강보다 (더 긴) 강이다.
12과,أَثْقَلُ,더무거운,حَقِيبَتِي أَثْقَلُ مِنْ حَقِيبَتِكَ.,내 가방은 네 가방보다 (더 무거운) 것이다.
12과,أَهَمُّ,더중요한,الصِّحَّةُ أَهَمُّ مِنَ الْمَالِ.,건강은 돈보다 (더 중요한) 것이다.
12과,الْأَقْدَمُ,가장오래된,هٰذَا الْكِتَابُ هُوَ الْأَقْدَمُ فِي الْمَكْتَبَةِ.,이 책은 도서관에서 (가장 오래된) 것이다.
12과,الْأَصْغَرُ,가장작은,أَخِي أَحْمَدُ هُوَ الْأَصْغَرُ.,내 동생 아흐마드는 (가장 작은/어린) 아이이다.
12과,حِفْظًا,암기,حَفِظَ الدَّرْسَ حِفْظًا جَيِّدًا.,그는 그 과를 잘 (암기)했다.
12과,ضَرْبًا,때림,ضَرَبْتُ سَمِيرًا ضَرْبًا شَدِيدًا.,나는 사미르를 세게 (때림/때렸다).
12과,نَصِيحَةً,조언,نَصَحَنِي الطَّبِيبُ نَصِيحَةً طَيِّبَةً.,의사는 나에게 좋은 (조언)을 해주었다.
12과,قِرَاءَتَيْنِ,두번읽음,قَرَأَتِ الطَّالِبَةُ الْكِتَابَ قِرَاءَتَيْنِ.,그 여학생은 책을 (두 번 읽음/읽었다).
12과,مُسَاعَدَةً,도움,سَاعَدَنِي فِي دِرَاسَةِ الْعَرَبِيَّةِ مُسَاعَدَةً كَبِيرَةً.,그는 내가 아랍어를 공부하는 데 큰 (도움)을 주었다.
12과,إِنَّ,정말로,إِنَّ الطَّقْسَ جَمِيلٌ الْيَوْمَ.,(정말로) 오늘 날씨는 아름답다.
12과,أَنَّ,~라는것을,عَرَفْتُ أَنَّ الْحَيَاةَ جَمِيلَةٌ جِدًّا.,나는 인생이 매우 아름답다는 (것을) 알았다.
12과,لَعَلَّ,아마도,لَعَلَّ الطَّقْسَ سَيَكُونُ لَطِيفًا غَدًا.,(아마도) 내일 날씨는 상쾌할 것이다.
12과,لَيْتَ,~라면좋을텐데,لَيْتَ مَرْيَمَ صَدِيقَتِي.,마르얌이 내 친구(라면 좋을 텐데).
12과,لٰكِنَّ,그러나,أُحِبُّ السَّفَرَ وَلٰكِنَّ الْوَقْتَ ضَيِّقٌ.,나는 여행을 좋아한다 (그러나) 시간이 부족하다.
12과,كَأَنَّ,마치~인것처럼,كَأَنَّ الْجُنْدِيَّ أَسَدٌ.,그 병사는 (마치) 사자(인 것처럼) 용감하다.
12과,رَغْمَ,불구하고,ذَهَبْتُ إِلَى الْعَمَلِ رَغْمَ أَنِّي مَرِيضٌ.,나는 내가 아픔에도 (불구하고) 일하러 갔다.
12과,مِنَ الْمُؤَكَّدِ,확실하다,مِنَ الْمُؤَكَّدِ أَنَّ الِامْتِحَانَ سَهْلٌ.,시험이 쉬운 것은 (확실하다).
12과,لَا شَكَّ,의심의여지가없다,لَا شَكَّ أَنَّ السَّفَرَ مُفِيدٌ.,여행이 유익하다는 것은 (의심의 여지가 없다).
12과,مِنَ الطَّبِيعِيِّ,당연하다,مِنَ الطَّبِيعِيِّ أَنَّ الْأُمَّ تُحِبُّ أَوْلَادَهَا.,엄마가 아이들을 사랑하는 것은 (당연하다).
12과,طَلَبْتُ,요청했다,طَلَبْتُ مِنَ النَّادِلِ نَقْلَ حَقِيبَتِي.,나는 웨이터에게 내 가방을 옮겨달라고 (요청했다).
12과,يُؤَثِّرُ,영향을미친다,يُؤَثِّرُ الطَّقْسُ عَلَى مِزَاجِ النَّاسِ.,날씨는 사람들의 기분에 (영향을 미친다).
12과,حَسَّنَتِ,개선했다,الْحُكُومَةُ حَسَّنَتِ الْعَلَاقَاتِ مَعَ الْجِيرَانِ.,정부는 이웃들과의 관계를 (개선했다).
12과,يُمَارِسُ,연습한다,يُمَارِسُ النَّاسُ الرِّيَاضَةَ لِلصِّحَّةِ.,사람들은 건강을 위해 운동을 (연습한다/한다).
12과,تُوَاجِهُ,직면한다,تُوَاجِهُ الْمُدُنُ الْكَبِيرَةُ مُشْكِلَاتٍ كَثِيرَةً.,대도시들은 많은 문제들에 (직면한다).
12과,يُحَافِظُ,유지한다,يُحَافِظُ الْمُؤْمِنُ عَلَى الصَّلَاةِ.,신자는 기도를 (유지한다/지킨다).
12과,يُسَاعِدْنِي,도와주지,طَلَبْتُ الْمُسَاعَدَةَ فَلَمْ يُسَاعِدْنِي أَحَدٌ.,나는 도움을 요청했으나 아무도 나를 (도와주지) 않았다.
13과,مُرَاسِلٌ,기자,تَقَدَّمَ مُرَاسِلٌ فَرَنْسِيٌّ بِطَلَبٍ لِلْعَمَلِ فِي الْجَرِيدَةِ.,프랑스 (기자)가 신문사에서 일하기 위해 지원서를 제출했다.
13과,تَقَدَّمَ,제출했다,تَقَدَّمَ مُرَاسِلٌ فَرَنْسِيٌّ بِطَلَبٍ لِلْعَمَلِ.,프랑스 기자가 일하기 위해 지원서를 (제출했다/나아갔다).
13과,مُوجَزُ,요약,هٰذَا مُوجَزُ الْمُقَابَلَةِ.,이것은 면접의 (요약)이다.
13과,الْمُقَابَلَةِ,면접,هٰذَا مُوجَزُ الْمُقَابَلَةِ.,이것은 (면접/인터뷰)의 요약이다.
13과,بِحَاجَةٍ,필요로,عَرَفْتُ أَنَّ جَرِيدَتَنَا بِحَاجَةٍ إِلَى مُرَاسِلٍ أَجْنَبِيٍّ.,나는 우리 신문사가 외국인 기자를 (필요로) 한다는 것을 알았다.
13과,أَجْنَبِيٍّ,외국인,عَرَفْتُ أَنَّ جَرِيدَتَنَا بِحَاجَةٍ إِلَى مُرَاسِلٍ أَجْنَبِيٍّ.,나는 우리 신문사가 (외국인) 기자를 필요로 한다는 것을 알았다.
13과,الْإِعْلَانِ,광고,عَرَفْتُ ذٰلِكَ مِنَ الْإِعْلَانِ.,나는 (광고)를 보고 그것을 알았다.
13과,بِالْإِضَافَةِ,게다가,أَتَكَلَّمُ الْعَرَبِيَّةَ وَالْإِنْكِلِيزِيَّةَ بِالْإِضَافَةِ إِلَى الْفَرَنْسِيَّةِ.,나는 프랑스어 (게다가/외에도) 아랍어와 영어를 말한다.
13과,أَتَنَاوَلُ,다룹니다,أَتَنَاوَلُ فِي مَقَالَاتِي الْوَضْعَ السِّيَاسِيَّ.,나는 내 기사에서 정치적 상황을 (다룹니다).
13과,مَقَالَاتِي,기사,أَتَنَاوَلُ فِي مَقَالَاتِي الْوَضْعَ السِّيَاسِيَّ.,나는 내 (기사)들에서 정치적 상황을 다룹니다.
13과,الْوَضْعَ,상황,أَتَنَاوَلُ فِي مَقَالَاتِي الْوَضْعَ السِّيَاسِيَّ.,나는 내 기사에서 정치적 (상황)을 다룹니다.
13과,السِّيَاسِيَّ,정치적,أَتَنَاوَلُ فِي مَقَالَاتِي الْوَضْعَ السِّيَاسِيَّ.,나는 내 기사에서 (정치적) 상황을 다룹니다.
13과,رَأْيُكَ,의견,مَا رَأْيُكَ فِي الْوَضْعِ السِّيَاسِيِّ الْحَالِيِّ؟,현재의 정치적 상황에 대한 당신의 (의견/생각)은 무엇입니까?
13과,الْحَالِيِّ,현재,مَا رَأْيُكَ فِي الْوَضْعِ السِّيَاسِيِّ الْحَالِيِّ؟,(현재)의 정치적 상황에 대한 당신의 의견은 무엇입니까?
13과,خَطِيرٌ,위험하다,أَظُنُّ أَنَّ الْوَضْعَ خَطِيرٌ جِدًّا.,나는 상황이 매우 (위험하다)고 생각한다.
13과,الْحُرُوبِ,전쟁,بِسَبَبِ الْحُرُوبِ الْأَهْلِيَّةِ.,내전((전쟁)들) 때문에.
13과,الْأَهْلِيَّةِ,내,بِسَبَبِ الْحُرُوبِ الْأَهْلِيَّةِ.,(내)전(시민 전쟁)들 때문에.
13과,تَتَعَاوَنُ,협력한다,الْحُكُومَةُ عَادَةً تَتَعَاوَنُ مَعَنَا فِي هٰذَا الْأَمْرِ.,정부는 보통 이 문제에 대해 우리와 (협력한다).
13과,تَعَلَّمَ,배웠다,تَعَلَّمَ الطَّالِبُ اللُّغَةَ الْعَرَبِيَّةَ.,그 학생은 아랍어를 (배웠다).
13과,تَكَلَّمَ,말했다,تَكَلَّمَ الْمُدَرِّسُ مَعَ الطُّلَّابِ.,선생님은 학생들과 (말했다).
13과,تَزَوَّجَ,결혼했다,تَزَوَّجَ أَخِي فِي الشَّهْرِ الْمَاضِي.,내 형은 지난달에 (결혼했다).
13과,تَأَخَّرَ,지각했다,تَأَخَّرَ الْمُوَظَّفُ عَنِ الْعَمَلِ.,그 직원은 직장에 (지각했다/늦었다).
13과,تَخَرَّجَ,졸업했다,تَخَرَّجَ الطَّالِبُ فِي الْجَامِعَةِ.,그 학생은 대학을 (졸업했다).
13과,تَذَكَّرَ,기억했다,تَذَكَّرَ أَحْمَدُ الْمَوْعِدَ.,아흐마드는 약속을 (기억했다).
13과,تَحَدَّثَ,이야기했다,تَحَدَّثَ عَنِ الْمُشْكِلَةِ.,그는 문제에 대해 (이야기했다).
13과,تَنَاوَلَ,먹었다,تَنَاوَلَ الطَّعَامَ فِي الْمَطْعَمِ.,그는 식당에서 음식을 (먹었다).
13과,تَنَاوَلَ,다루었다,تَنَاوَلَ الْمَوْضُوعَ فِي الْبَحْثِ.,그는 논문에서 그 주제를 (다루었다).
13과,تَبَادَلُوا,주고받았다,تَبَادَلُوا الرَّسَائِلَ.,그들은 편지를 (주고받았다).
13과,تَعَاوَنَ,협력했다,تَعَاوَنَ الْأَصْدِقَاءُ فِي الْعَمَلِ.,친구들은 일하는 데 (협력했다).
13과,تَسَاءَلَ,자문했다,تَسَاءَلَ عَنِ السَّبَبِ.,그는 이유에 대해 (자문했다/궁금해했다).
13과,تَظَاهَرَ,체했다,تَظَاهَرَ بِالْمَرَضِ.,그는 아픈 (체했다/척했다).
13과,تَسَاقَطَ,내렸다,تَسَاقَطَ الثَّلْجُ فِي الشِّتَاءِ.,겨울에 눈이 (내렸다/떨어졌다).
13과,تَرْجَمَ,번역했다,تَرْجَمَ الْمُتَرْجِمُ الْكِتَابَ.,번역가가 그 책을 (번역했다).
13과,هَنْدَسَ,설계했다,هَنْدَسَ الْمُهَنْدِسُ الْبِنَاءَ.,기술자가 건물을 (설계했다).
13과,سَيْطَرَ,지배했다,سَيْطَرَ الْجَيْشُ عَلَى الْمَدِينَةِ.,군대가 도시를 (지배했다/장악했다).
13과,طَمْأَنَ,안심시켰다,طَمْأَنَ الطَّبِيبُ الْمَرِيضَ.,의사는 환자를 (안심시켰다).
13과,زَخْرَفَ,장식했다,زَخْرَفَ الْفَنَّانُ الْجِدَارَ.,예술가가 벽을 (장식했다).
13과,دَحْرَجَ,굴렸다,دَحْرَجَ الْوَلَدُ الْكُرَةَ.,소년이 공을 (굴렸다).
13과,حَتَّى,때까지,دَرَسْتُ حَتَّى حَصَلْتُ عَلَى شَهَادَةِ الدُّكْتُورَاه.,나는 박사 학위를 얻을 (때까지) 공부했다.
13과,حَصَلْتُ,얻을,دَرَسْتُ حَتَّى حَصَلْتُ عَلَى شَهَادَةِ الدُّكْتُورَاه.,나는 박사 학위를 (얻을) 때까지 공부했다.
13과,سَاعَدْتُهَا,도와주었다,سَاعَدْتُهَا حَتَّى تَحَسَّنَتْ أَحْوَالُهَا.,나는 그녀의 형편이 나아질 때까지 그녀를 (도와주었다).
13과,تَحَسَّنَتْ,나아질,سَاعَدْتُهَا حَتَّى تَحَسَّنَتْ أَحْوَالُهَا.,나는 그녀의 형편이 (나아질) 때까지 그녀를 도와주었다.
13과,خَرَجْتُ,나갔다,خَرَجْتُ مِنَ الْبَيْتِ مُبَكِّرًا حَتَّى لَا أَتَأَخَّرَ فِي الْمَوْعِدِ.,나는 약속에 늦지 않기 위해 집에서 일찍 (나갔다).
13과,لَا,않기,حَتَّى لَا أَتَأَخَّرَ فِي الْمَوْعِدِ.,약속에 늦지 (않기) 위해. (부정 목적)
13과,أَتَأَخَّرَ,늦지,حَتَّى لَا أَتَأَخَّرَ فِي الْمَوْعِدِ.,약속에 (늦지) 않기 위해.
13과,رَكَضَ,뛰었다,رَكَضَ حَتَّى لَا يَمْشِيَ تَحْتَ الْمَطَرِ.,그는 빗속을 걷지 않기 위해 (뛰었다).
13과,يَجِبُ,해야한다,يَجِبُ أَنْ تَذْهَبَ.,너는 (해야 한다) 가다 -> 너는 가야 한다.
13과,تَذْهَبَ,가야,يَجِبُ أَنْ تَذْهَبَ.,너는 (가야) 한다.
13과,لَا يَجِبُ,필요없다,لَا يَجِبُ أَنْ تَذْهَبَ.,너는 갈 (필요 없다). (의무 부정)
13과,يَجِبُ أَلَّا,안된다,يَجِبُ أَلَّا (أَنْ + لَا) تَذْهَبَ.,너는 가서 (안 된다). (금지)
13과,كَانَ,했어야,كَانَ يَجِبُ أَنْ تَذْهَبَ.,너는 갔어야 (했다).
13과,أَسْتَطِيعُ,수있다,أَسْتَطِيعُ (يُمْكِنُنِي) أَنْ أَزُورَكَ السَّاعَةَ الثَّانِيَةَ غَدًا.,나는 내일 2시에 너를 방문할 (수 있다).
13과,يُمْكِنُكَ,수있다,هَلْ يُمْكِنُكَ أَنْ تَتَعَشَّى مَعِيَ الْيَوْمَ؟,오늘 나와 저녁 식사를 할 (수 있니)?
13과,أَتَمَكَّنُ,수있다,أَتَمَكَّنُ مِنْ أَنْ أَكْتُبَ رِسَالَةً لَكَ بِالْعَرَبِيَّةِ.,나는 너에게 아랍어로 편지를 쓸 (수 있다).
13과,تَخَصَّصَ,전공했다,تَخَصَّصَ فِي اللُّغَةِ الْعَرَبِيَّةِ فِي الْجَامِعَةِ.,그는 대학에서 아랍어를 (전공했다).
13과,تَعَرَّفْتُ,알게되었다,تَعَرَّفْتُ عَلَى أُسْرَةٍ عَرَبِيَّةٍ أَثْنَاءَ إِقَامَتِي فِي الْأُرْدُنِّ.,나는 요르단 체류 중에 한 아랍 가족을 (알게 되었다).
13과,إِقَامَتِي,체류,أَثْنَاءَ إِقَامَتِي فِي الْأُرْدُنِّ.,요르단 (체류) 중에.
13과,تَطَوَّرَتِ,발전했다,تَطَوَّرَتِ الْعَلَاقَةُ بَيْنَ الْبَلَدَيْنِ تَطَوُّرًا كَبِيرًا.,양국 간의 관계가 크게 (발전했다).
13과,الْعَلَاقَةُ,관계,تَطَوَّرَتِ الْعَلَاقَةُ بَيْنَ الْبَلَدَيْنِ.,양국 간의 (관계)가 발전했다.
13과,تَقَدَّمْتُ,지원했다,تَقَدَّمْتُ بِطَلَبٍ لِلْعَمَلِ فِي شَرِكَةِ سَامِسُونْغ لِلْبِنَاءِ.,나는 삼성건설에 일자리 (지원했다/신청했다).
13과,تَأَلَّمَتِ,아파했다,تَأَلَّمَتِ الْأُمُّ لِمَرَضِ ابْنِهَا.,어머니는 아들의 병으로 (아파했다/슬퍼했다).
13과,تَقَرَّرَتْ,결정되었다,تَقَرَّرَتْ زِيَادَةُ الْأُجُورِ.,임금 인상이 (결정되었다).
13과,الْأُجُورِ,임금,تَقَرَّرَتْ زِيَادَةُ الْأُجُورِ.,(임금) 인상이 결정되었다.
13과,تَظَاهَرَ,체했다,تَظَاهَرَ بِأَنَّهُ مَشْغُولٌ بِسَبَبِ الْعَمَلِ.,그는 일 때문에 바쁜 (체했다).
13과,تَتَكَوَّنُ,구성된다,تَتَكَوَّنُ أُسْرَتِي مِنْ خَمْسَةِ أَفْرَادٍ.,나의 가족은 5명으로 (구성된다).
13과,أَفْرَادٍ,명,تَتَكَوَّنُ أُسْرَتِي مِنْ خَمْسَةِ أَفْرَادٍ.,나의 가족은 5(명/구성원)으로 구성된다.
13과,تَنَاوَلَ,복용했다,تَنَاوَلَ الدَّوَاءَ ثَلَاثَ مَرَّاتٍ فِي الْيَوْمِ.,그는 하루에 세 번 약을 (복용했다/먹었다).
13과,تَعَاوَنَّا,협력했다,تَعَاوَنَّا مَعَهُمْ فِي حَلِّ الْمُشْكِلَةِ.,우리는 문제 해결을 위해 그들과 (협력했다).
13과,حَلِّ,해결,فِي حَلِّ الْمُشْكِلَةِ.,문제 (해결)에 있어서.
13과,كُنَّا,했다,كُنَّا نَتَبَادَلُ الرَّسَائِلَ فِي الْمَاضِي.,우리는 과거에 편지를 주고받곤 (했다). (과거 진행/습관)
13과,نَتَبَادَلُ,주고받곤,كُنَّا نَتَبَادَلُ الرَّسَائِلَ فِي الْمَاضِي.,우리는 과거에 편지를 (주고받곤) 했다.
13과,يَتَغَيَّرْ,변하지,لَمْ يَتَغَيَّرْ مَظْهَرُهُ عَلَى الْإِطْلَاقِ.,그의 외모는 전혀 (변하지) 않았다.
13과,مَظْهَرُهُ,외모,لَمْ يَتَغَيَّرْ مَظْهَرُهُ عَلَى الْإِطْلَاقِ.,그의 (외모)는 전혀 변하지 않았다.
13과,سَلَكْتُ,갔다,سَلَكْتُ طَرِيقًا آخَرَ لِتَجَنُّبِ الِازْدِحَامِ الْمُرُورِيِّ.,나는 교통 체증을 피하기 위해 다른 길로 (갔다/선택했다).
13과,لِتَجَنُّبِ,피하기,لِتَجَنُّبِ الِازْدِحَامِ الْمُرُورِيِّ.,교통 체증을 (피하기) 위해.
13과,تَقَابَلَ,만났다,تَقَابَلَ الْأَصْدِقَاءُ فِي الْمَقْهَى.,친구들이 카페에서 (만났다/서로 만났다).
13과,تَنَافَسَ,경쟁했다,تَنَافَسَ الطُّلَّابُ عَلَى الْفَوْزِ بِالْجَائِزَةِ.,학생들은 상을 타기 위해 (경쟁했다).
13과,تَتَشَابَهَانِ,닮았다,زَيْنَبُ وَمَرْيَمُ صَدِيقَتَانِ تَتَشَابَهَانِ فِي أَشْيَاءَ كَثِيرَةٍ.,자이나브와 마르얌은 많은 것에서 (닮았다/비슷하다).
