id,level,type,arabic_text,korean_meaning,root,form,pattern,gender,phrase_components,singular_form,sentence_analysis,cefr
12854,6,vocabulary,جَاتَمَ,,ج-ت-م,3,فَاعَلَ,,,,,B2
12855,6,vocabulary,جَاتَهَ,,ج-ت-ه,3,فَاعَلَ,,,,,B2
12856,6,vocabulary,جَادَدَ,,ج-د-د,3,فَاعَلَ,,,,,B2
12857,6,vocabulary,جَارَءَ,,ج-ر-ء,3,فَاعَلَ,,,,,B2
12858,6,vocabulary,جَارَدَ,,ج-ر-د,3,فَاعَلَ,,,,,B2
12859,6,vocabulary,جَازَءَ,,ج-ز-ء,3,فَاعَلَ,,,,,B2
12860,6,vocabulary,جَالَسَ,,ج-ل-س,3,فَاعَلَ,,,,,B2
12861,6,vocabulary,جَامَعَ,,ج-م-ع,3,فَاعَلَ,,,,,B2
12862,6,vocabulary,جَامَلَ,,ج-م-ل,3,فَاعَلَ,,,,,B2
12863,6,vocabulary,جَانَبَ,,ج-ن-ب,3,فَاعَلَ,,,,,B2
12864,6,vocabulary,جَاهَدَ,,ج-ه-د,3,فَاعَلَ,,,,,B2
12865,6,vocabulary,جَبَّرَ,,ج-ب-ر,2,فَعَّلَ,,,,,B2
12866,6,vocabulary,جَرَّءَ,,ج-ر-ء,2,فَعَّلَ,,,,,B2
12867,6,vocabulary,جَرَّدَ,,ج-ر-د,2,فَعَّلَ,,,,,B2
12868,6,vocabulary,جَزَّءَ,,ج-ز-ء,2,فَعَّلَ,,,,,B2
12869,6,vocabulary,جَمَّلَ,,ج-م-ل,2,فَعَّلَ,,,,,B2
12870,6,vocabulary,جَنَّبَ,,ج-ن-ب,2,فَعَّلَ,,,,,B2
12871,6,vocabulary,جَهَّدَ,,ج-ه-د,2,فَعَّلَ,,,,,B2
12872,6,vocabulary,حَابَبَ,,ح-ب-ب,3,فَاعَلَ,,,,,B2
12873,6,vocabulary,حَاجَرَ,,ح-ج-ر,3,فَاعَلَ,,,,,B2
12874,6,vocabulary,حَادَدَ,,ح-د-د,3,فَاعَلَ,,,,,B2
12875,6,vocabulary,حَاسَنَ,,ح-س-ن,3,فَاعَلَ,,,,,B2
12876,6,vocabulary,حَاصَلَ,,ح-ص-ل,3,فَاعَلَ,,,,,B2
12877,6,vocabulary,حَاقَبَ,,ح-ق-ب,3,فَاعَلَ,,,,,B2
12878,6,vocabulary,حَاقَقَ,,ح-ق-ق,3,فَاعَلَ,,,,,B2
12879,6,vocabulary,حَالَتَ,,ح-ل-ت,3,فَاعَلَ,,,,,B2
12880,6,vocabulary,حَتَّجَ,,ح-ت-ج,2,فَعَّلَ,,,,,B2
12881,6,vocabulary,حَتَّرَ,,ح-ت-ر,2,فَعَّلَ,,,,,B2
12882,6,vocabulary,حَثَّتَ,,ح-ث-ت,2,فَعَّلَ,,,,,B2
12883,6,vocabulary,حَجَّرَ,,ح-ج-ر,2,فَعَّلَ,,,,,B2
12884,6,vocabulary,حَدَّةَ,,ح-د-ة,2,فَعَّلَ,,,,,B2
12885,6,vocabulary,حَرَّبَ,,ح-ر-ب,2,فَعَّلَ,,,,,B2
12886,6,vocabulary,حَزَّنَ,,ح-ز-ن,2,فَعَّلَ,,,,,B2
12887,6,vocabulary,حَسَّبَ,,ح-س-ب,2,فَعَّلَ,,,,,B2
12888,6,vocabulary,حَصَّةَ,,ح-ص-ة,2,فَعَّلَ,,,,,B2
12889,6,vocabulary,حَفَّظَ,,ح-ف-ظ,2,فَعَّلَ,,,,,B2
12890,6,vocabulary,حَقَّءَ,,ح-ق-ء,2,فَعَّلَ,,,,,B2
12891,6,vocabulary,حَقَّبَ,,ح-ق-ب,2,فَعَّلَ,,,,,B2
12892,6,vocabulary,حَلَّتَ,,ح-ل-ت,2,فَعَّلَ,,,,,B2
12893,6,vocabulary,حَمَّرَ,,ح-م-ر,2,فَعَّلَ,,,,,B2
12894,6,vocabulary,خَابَرَ,,خ-ب-ر,3,فَاعَلَ,,,,,B2
12895,6,vocabulary,خَاتَبَ,,خ-ت-ب,3,فَاعَلَ,,,,,B2
12896,6,vocabulary,خَاتَرَ,,خ-ت-ر,3,فَاعَلَ,,,,,B2
12897,6,vocabulary,خَاتَلَ,,خ-ت-ل,3,فَاعَلَ,,,,,B2
12898,6,vocabulary,خَادَمَ,,خ-د-م,3,فَاعَلَ,,,,,B2
12899,6,vocabulary,خَارَجَ,,خ-ر-ج,3,فَاعَلَ,,,,,B2
12900,6,vocabulary,خَاصَصَ,,خ-ص-ص,3,فَاعَلَ,,,,,B2
12901,6,vocabulary,خَاضَرَ,,خ-ض-ر,3,فَاعَلَ,,,,,B2
12902,6,vocabulary,خَاطَرَ,,خ-ط-ر,3,فَاعَلَ,,,,,B2
12903,6,vocabulary,خَافَضَ,,خ-ف-ض,3,فَاعَلَ,,,,,B2
12904,6,vocabulary,خَالَصَ,,خ-ل-ص,3,فَاعَلَ,,,,,B2
12905,6,vocabulary,خَامَسَ,,خ-م-س,3,فَاعَلَ,,,,,B2
12906,6,vocabulary,خَبَّرَ,,خ-ب-ر,2,فَعَّلَ,,,,,B2
12907,6,vocabulary,خَتَّرَ,,خ-ت-ر,2,فَعَّلَ,,,,,B2
12908,6,vocabulary,خَتَّلَ,,خ-ت-ل,2,فَعَّلَ,,,,,B2
12909,6,vocabulary,دَءَّمَ,,د-ء-م,2,فَعَّلَ,,,,,B2
12910,6,vocabulary,دَاءَمَ,,د-ء-م,3,فَاعَلَ,,,,,B2
12911,6,vocabulary,دَاحَرَ,,د-ح-ر,3,فَاعَلَ,,,,,B2
12912,6,vocabulary,دَاخَرَ,,د-خ-ر,3,فَاعَلَ,,,,,B2
12913,6,vocabulary,دَارَبَ,,د-ر-ب,3,فَاعَلَ,,,,,B2
12914,6,vocabulary,دَافَتَ,,د-ف-ت,3,فَاعَلَ,,,,,B2
12915,6,vocabulary,دَاكَتَ,,د-ك-ت,3,فَاعَلَ,,,,,B2
12916,6,vocabulary,دَحَّرَ,,د-ح-ر,2,فَعَّلَ,,,,,B2
12917,6,vocabulary,دَخَّرَ,,د-خ-ر,2,فَعَّلَ,,,,,B2
12918,6,vocabulary,دَفَّتَ,,د-ف-ت,2,فَعَّلَ,,,,,B2
12919,6,vocabulary,دَكَّتَ,,د-ك-ت,2,فَعَّلَ,,,,,B2
12920,6,vocabulary,ذَاكَرَ,,ذ-ك-ر,3,فَاعَلَ,,,,,B2
12921,6,vocabulary,ذَاهَبَ,,ذ-ه-ب,3,فَاعَلَ,,,,,B2
12922,6,vocabulary,ذَهَّبَ,,ذ-ه-ب,2,فَعَّلَ,,,,,B2
12923,6,vocabulary,رَءَّسَ,,ر-ء-س,2,فَعَّلَ,,,,,B2
12924,6,vocabulary,رَاءَسَ,,ر-ء-س,3,فَاعَلَ,,,,,B2
12925,6,vocabulary,رَابَطَ,,ر-ب-ط,3,فَاعَلَ,,,,,B2
12926,6,vocabulary,رَابَعَ,,ر-ب-ع,3,فَاعَلَ,,,,,B2
12927,6,vocabulary,رَاتَفَ,,ر-ت-ف,3,فَاعَلَ,,,,,B2
12928,6,vocabulary,رَاجَلَ,,ر-ج-ل,3,فَاعَلَ,,,,,B2
12929,6,vocabulary,رَاجَمَ,,ر-ج-م,3,فَاعَلَ,,,,,B2
12930,6,vocabulary,رَاحَلَ,,ر-ح-ل,3,فَاعَلَ,,,,,B2
12931,6,vocabulary,رَاخَصَ,,ر-خ-ص,3,فَاعَلَ,,,,,B2
12932,6,vocabulary,رَادَنَ,,ر-د-ن,3,فَاعَلَ,,,,,B2
12933,6,vocabulary,رَاسَلَ,,ر-س-ل,3,فَاعَلَ,,,,,B2
12934,6,vocabulary,رَاسَمَ,,ر-س-م,3,فَاعَلَ,,,,,B2
12935,6,vocabulary,رَاطَنَ,,ر-ط-ن,3,فَاعَلَ,,,,,B2
12936,6,vocabulary,رَاغَمَ,,ر-غ-م,3,فَاعَلَ,,,,,B2
12937,6,vocabulary,رَافَضَ,,ر-ف-ض,3,فَاعَلَ,,,,,B2
12938,6,vocabulary,رَاقَمَ,,ر-ق-م,3,فَاعَلَ,,,,,B2
12939,6,vocabulary,رَاكَتَ,,ر-ك-ت,3,فَاعَلَ,,,,,B2
12940,6,vocabulary,رَاكَزَ,,ر-ك-ز,3,فَاعَلَ,,,,,B2
12941,6,vocabulary,رَاكَضَ,,ر-ك-ض,3,فَاعَلَ,,,,,B2
12942,6,vocabulary,رَامَءَ,,ر-م-ء,3,فَاعَلَ,,,,,B2
12943,6,vocabulary,رَامَدَ,,ر-م-د,3,فَاعَلَ,,,,,B2
12944,6,vocabulary,رَبَّعَ,,ر-ب-ع,2,فَعَّلَ,,,,,B2
12945,6,vocabulary,رَتَّفَ,,ر-ت-ف,2,فَعَّلَ,,,,,B2
12946,6,vocabulary,رَجَّعَ,,ر-ج-ع,2,فَعَّلَ,,,,,B2
12947,6,vocabulary,رَجَّلَ,,ر-ج-ل,2,فَعَّلَ,,,,,B2
12948,6,vocabulary,رَجَّمَ,,ر-ج-م,2,فَعَّلَ,,,,,B2
12949,6,vocabulary,رَدَّنَ,,ر-د-ن,2,فَعَّلَ,,,,,B2
12950,6,vocabulary,رَطَّنَ,,ر-ط-ن,2,فَعَّلَ,,,,,B2
12951,6,vocabulary,رَغَّمَ,,ر-غ-م,2,فَعَّلَ,,,,,B2
12952,6,vocabulary,رَفَّضَ,,ر-ف-ض,2,فَعَّلَ,,,,,B2
12953,6,vocabulary,رَكَّتَ,,ر-ك-ت,2,فَعَّلَ,,,,,B2
12954,6,vocabulary,رَكَّضَ,,ر-ك-ض,2,فَعَّلَ,,,,,B2
12955,6,vocabulary,رَمَّءَ,,ر-م-ء,2,فَعَّلَ,,,,,B2
12956,6,vocabulary,تَجَمَّعَ,재귀(2형),ج-م-ع,5,تَفَعَّلَ,,,,,B1
12957,6,vocabulary,تَخَرَّجَ,재귀(2형),خ-ر-ج,5,تَفَعَّلَ,,,,,B1
12958,6,vocabulary,تَدَخَّلَ,재귀(2형),د-خ-ل,5,تَفَعَّلَ,,,,,B1
12959,6,vocabulary,تَسَمَّعَ,재귀(2형),س-م-ع,5,تَفَعَّلَ,,,,,B1
12960,6,vocabulary,تَسَامَعَ,상호재귀,س-م-ع,6,تَفَاعَلَ,,,,,B1
12961,6,vocabulary,تَعَلَّمَ,재귀(2형),ع-ل-م,5,تَفَعَّلَ,,,,,B1
12962,6,vocabulary,تَعَالَمَ,상호재귀,ع-ل-م,6,تَفَاعَلَ,,,,,B1
12963,6,vocabulary,تَعَمَّلَ,재귀(2형),ع-م-ل,5,تَفَعَّلَ,,,,,B1
12964,6,vocabulary,تَعَامَلَ,상호재귀,ع-م-ل,6,تَفَاعَلَ,,,,,B1
12965,6,vocabulary,تَفَرَّقَ,재귀(2형),ف-ر-ق,5,تَفَعَّلَ,,,,,B1
12966,6,vocabulary,تَفَهَّمَ,재귀(2형),ف-ه-م,5,تَفَعَّلَ,,,,,B1
12967,6,vocabulary,تَفَاهَمَ,상호재귀,ف-ه-م,6,تَفَاعَلَ,,,,,B1
12968,6,vocabulary,تَكَتَّبَ,재귀(2형),ك-ت-ب,5,تَفَعَّلَ,,,,,B1
12969,6,vocabulary,تَكَاتَبَ,상호재귀,ك-ت-ب,6,تَفَاعَلَ,,,,,B1
12970,6,vocabulary,اِنْكَتَبَ,수동형,ك-ت-ب,7,اِنْفَعَلَ,,,,,B1
12971,7,vocabulary,رَمَّدَ,,ر-م-د,2,فَعَّلَ,,,,,B2
12972,7,vocabulary,زَءَّرَ,,ز-ء-ر,2,فَعَّلَ,,,,,B2
12973,7,vocabulary,زَاءَرَ,,ز-ء-ر,3,فَاعَلَ,,,,,B2
12974,7,vocabulary,زَاجَتَ,,ز-ج-ت,3,فَاعَلَ,,,,,B2
12975,7,vocabulary,زَاجَجَ,,ز-ج-ج,3,فَاعَلَ,,,,,B2
12976,7,vocabulary,زَاخَرَ,,ز-خ-ر,3,فَاعَلَ,,,,,B2
12977,7,vocabulary,زَادَحَ,,ز-د-ح,3,فَاعَلَ,,,,,B2
12978,7,vocabulary,زَادَدَ,,ز-د-د,3,فَاعَلَ,,,,,B2
12979,7,vocabulary,زَادَهَ,,ز-د-ه,3,فَاعَلَ,,,,,B2
12980,7,vocabulary,زَارَتَ,,ز-ر-ت,3,فَاعَلَ,,,,,B2
12981,7,vocabulary,زَارَعَ,,ز-ر-ع,3,فَاعَلَ,,,,,B2
12982,7,vocabulary,زَاعَجَ,,ز-ع-ج,3,فَاعَلَ,,,,,B2
12983,7,vocabulary,زَالَتَ,,ز-ل-ت,3,فَاعَلَ,,,,,B2
12984,7,vocabulary,زَامَلَ,,ز-م-ل,3,فَاعَلَ,,,,,B2
12985,7,vocabulary,زَانَتَ,,ز-ن-ت,3,فَاعَلَ,,,,,B2
12986,7,vocabulary,زَانَكَ,,ز-ن-ك,3,فَاعَلَ,,,,,B2
12987,7,vocabulary,زَاهَرَ,,ز-ه-ر,3,فَاعَلَ,,,,,B2
12988,7,vocabulary,زَاوَرَ,,ز-و-ر,3,فَاعَلَ,,,,,B2
12989,7,vocabulary,زَجَّتَ,,ز-ج-ت,2,فَعَّلَ,,,,,B2
12990,7,vocabulary,زَجَّجَ,,ز-ج-ج,2,فَعَّلَ,,,,,B2
12991,7,vocabulary,زَخَّرَ,,ز-خ-ر,2,فَعَّلَ,,,,,B2
12992,7,vocabulary,زَدَّحَ,,ز-د-ح,2,فَعَّلَ,,,,,B2
12993,7,vocabulary,زَدَّدَ,,ز-د-د,2,فَعَّلَ,,,,,B2
12994,7,vocabulary,زَدَّهَ,,ز-د-ه,2,فَعَّلَ,,,,,B2
12995,7,vocabulary,زَرَّتَ,,ز-ر-ت,2,فَعَّلَ,,,,,B2
12996,7,vocabulary,زَرَّعَ,,ز-ر-ع,2,فَعَّلَ,,,,,B2
12997,7,vocabulary,زَعَّجَ,,ز-ع-ج,2,فَعَّلَ,,,,,B2
12998,7,vocabulary,زَلَّتَ,,ز-ل-ت,2,فَعَّلَ,,,,,B2
12999,7,vocabulary,زَمَّلَ,,ز-م-ل,2,فَعَّلَ,,,,,B2
13000,7,vocabulary,زَنَّتَ,,ز-ن-ت,2,فَعَّلَ,,,,,B2
13001,7,vocabulary,زَنَّكَ,,ز-ن-ك,2,فَعَّلَ,,,,,B2
13002,7,vocabulary,سَءَّلَ,,س-ء-ل,2,فَعَّلَ,,,,,B2
13003,7,vocabulary,سَاأَلَ,,س-أ-ل,3,فَاعَلَ,,,,,B2
13004,7,vocabulary,سَابَعَ,,س-ب-ع,3,فَاعَلَ,,,,,B2
13005,7,vocabulary,سَاجَلَ,,س-ج-ل,3,فَاعَلَ,,,,,B2
13006,7,vocabulary,سَارَرَ,,س-ر-ر,3,فَاعَلَ,,,,,B2
13007,7,vocabulary,سَاقَطَ,,س-ق-ط,3,فَاعَلَ,,,,,B2
13008,7,vocabulary,سَبَّحَ,,س-ب-ح,2,فَعَّلَ,,,,,B2
13009,7,vocabulary,سَتَّطَ,,س-ت-ط,2,فَعَّلَ,,,,,B2
13010,7,vocabulary,سَقَّطَ,,س-ق-ط,2,فَعَّلَ,,,,,B2
13011,7,vocabulary,شَرَّعَ,,ش-ر-ع,2,فَعَّلَ,,,,,B2
13012,7,vocabulary,شَرَّكَ,,ش-ر-ك,2,فَعَّلَ,,,,,B2
13013,7,vocabulary,شَعَّرَ,,ش-ع-ر,2,فَعَّلَ,,,,,B2
13014,7,vocabulary,شَقَّقَ,,ش-ق-ق,2,فَعَّلَ,,,,,B2
13015,7,vocabulary,شَكَّرَ,,ش-ك-ر,2,فَعَّلَ,,,,,B2
13016,7,vocabulary,شَمَّلَ,,ش-م-ل,2,فَعَّلَ,,,,,B2
13017,7,vocabulary,شَهَّدَ,,ش-ه-د,2,فَعَّلَ,,,,,B2
13018,7,vocabulary,شَهَّرَ,,ش-ه-ر,2,فَعَّلَ,,,,,B2
13019,7,vocabulary,صَابَتَ,,ص-ب-ت,3,فَاعَلَ,,,,,B2
13020,7,vocabulary,صَابَحَ,,ص-ب-ح,3,فَاعَلَ,,,,,B2
13021,7,vocabulary,صَاحَتَ,,ص-ح-ت,3,فَاعَلَ,,,,,B2
13022,7,vocabulary,صَاحَرَ,,ص-ح-ر,3,فَاعَلَ,,,,,B2
13023,7,vocabulary,صَاحَفَ,,ص-ح-ف,3,فَاعَلَ,,,,,B2
13024,7,vocabulary,صَادَرَ,,ص-د-ر,3,فَاعَلَ,,,,,B2
13025,7,vocabulary,صَادَلَ,,ص-د-ل,3,فَاعَلَ,,,,,B2
13026,7,vocabulary,صَارَتَ,,ص-ر-ت,3,فَاعَلَ,,,,,B2
13027,7,vocabulary,صَارَفَ,,ص-ر-ف,3,فَاعَلَ,,,,,B2
13028,7,vocabulary,صَاطَدَ,,ص-ط-د,3,فَاعَلَ,,,,,B2
13029,7,vocabulary,صَاعَبَ,,ص-ع-ب,3,فَاعَلَ,,,,,B2
13030,7,vocabulary,صَاعَدَ,,ص-ع-د,3,فَاعَلَ,,,,,B2
13031,7,vocabulary,صَاغَرَ,,ص-غ-ر,3,فَاعَلَ,,,,,B2
13032,7,vocabulary,صَافَرَ,,ص-ف-ر,3,فَاعَلَ,,,,,B2
13033,7,vocabulary,صَامَتَ,,ص-م-ت,3,فَاعَلَ,,,,,B2
13034,7,vocabulary,صَانَدَ,,ص-ن-د,3,فَاعَلَ,,,,,B2
13035,7,vocabulary,صَانَعَ,,ص-ن-ع,3,فَاعَلَ,,,,,B2
13036,7,vocabulary,صَايَرَ,,ص-ي-ر,3,فَاعَلَ,,,,,B2
13037,7,vocabulary,صَبَّتَ,,ص-ب-ت,2,فَعَّلَ,,,,,B2
13038,7,vocabulary,صَبَّحَ,,ص-ب-ح,2,فَعَّلَ,,,,,B2
13039,7,vocabulary,صَحَّتَ,,ص-ح-ت,2,فَعَّلَ,,,,,B2
13040,7,vocabulary,صَحَّرَ,,ص-ح-ر,2,فَعَّلَ,,,,,B2
13041,7,vocabulary,صَحَّفَ,,ص-ح-ف,2,فَعَّلَ,,,,,B2
13042,7,vocabulary,صَدَّرَ,,ص-د-ر,2,فَعَّلَ,,,,,B2
13043,7,vocabulary,صَدَّقَ,,ص-د-ق,2,فَعَّلَ,,,,,B2
13044,7,vocabulary,صَرَّتَ,,ص-ر-ت,2,فَعَّلَ,,,,,B2
13045,7,vocabulary,صَرَّفَ,,ص-ر-ف,2,فَعَّلَ,,,,,B2
13046,7,vocabulary,صَطَّدَ,,ص-ط-د,2,فَعَّلَ,,,,,B2
13047,7,vocabulary,صَعَّبَ,,ص-ع-ب,2,فَعَّلَ,,,,,B2
13048,7,vocabulary,صَعَّدَ,,ص-ع-د,2,فَعَّلَ,,,,,B2
13049,7,vocabulary,صَفَّرَ,,ص-ف-ر,2,فَعَّلَ,,,,,B2
13050,7,vocabulary,صَلَّحَ,,ص-ل-ح,2,فَعَّلَ,,,,,B2
13051,7,vocabulary,صَنَّدَ,,ص-ن-د,2,فَعَّلَ,,,,,B2
13052,7,vocabulary,صَنَّعَ,,ص-ن-ع,2,فَعَّلَ,,,,,B2
13053,7,vocabulary,صَيَّرَ,,ص-ي-ر,2,فَعَّلَ,,,,,B2
13054,7,vocabulary,ضَاجَجَ,,ض-ج-ج,3,فَاعَلَ,,,,,B2
13055,7,vocabulary,ضَاطَرَ,,ض-ط-ر,3,فَاعَلَ,,,,,B2
13056,7,vocabulary,ضَجَّجَ,,ض-ج-ج,2,فَعَّلَ,,,,,B2
13057,7,vocabulary,ضَطَّرَ,,ض-ط-ر,2,فَعَّلَ,,,,,B2
13058,7,vocabulary,طَابَبَ,,ط-ب-ب,3,فَاعَلَ,,,,,B2
13059,7,vocabulary,طَارَتَ,,ط-ر-ت,3,فَاعَلَ,,,,,B2
13060,7,vocabulary,طَارَقَ,,ط-ر-ق,3,فَاعَلَ,,,,,B2
13061,7,vocabulary,طَاعَمَ,,ط-ع-م,3,فَاعَلَ,,,,,B2
13062,7,vocabulary,طَاقَسَ,,ط-ق-س,3,فَاعَلَ,,,,,B2
13063,7,vocabulary,طَامَنَ,,ط-م-ن,3,فَاعَلَ,,,,,B2
13064,7,vocabulary,طَرَّتَ,,ط-ر-ت,2,فَعَّلَ,,,,,B2
13065,7,vocabulary,طَقَّسَ,,ط-ق-س,2,فَعَّلَ,,,,,B2
13066,7,vocabulary,ظَءَّفَ,,ظ-ء-ف,2,فَعَّلَ,,,,,B2
13067,7,vocabulary,ظَاءَفَ,,ظ-ء-ف,3,فَاعَلَ,,,,,B2
13068,7,vocabulary,ظَافَتَ,,ظ-ف-ت,3,فَاعَلَ,,,,,B2
13069,7,vocabulary,ظَالَتَ,,ظ-ل-ت,3,فَاعَلَ,,,,,B2
13070,7,vocabulary,ظَفَّتَ,,ظ-ف-ت,2,فَعَّلَ,,,,,B2
13071,7,vocabulary,ظَلَّتَ,,ظ-ل-ت,2,فَعَّلَ,,,,,B2
13072,7,vocabulary,عَءَّلَ,,ع-ء-ل,2,فَعَّلَ,,,,,B2
13073,7,vocabulary,عَاءَلَ,,ع-ء-ل,3,فَاعَلَ,,,,,B2
13074,7,vocabulary,عَاتَدَ,,ع-ت-د,3,فَاعَلَ,,,,,B2
13075,7,vocabulary,عَاتَقَ,,ع-ت-ق,3,فَاعَلَ,,,,,B2
13076,7,vocabulary,عَاتَمَ,,ع-ت-م,3,فَاعَلَ,,,,,B2
13077,7,vocabulary,عَاثَرَ,,ع-ث-ر,3,فَاعَلَ,,,,,B2
13078,7,vocabulary,عَاجَبَ,,ع-ج-ب,3,فَاعَلَ,,,,,B2
13079,7,vocabulary,عَادَدَ,,ع-د-د,3,فَاعَلَ,,,,,B2
13080,7,vocabulary,عَارَتَ,,ع-ر-ت,3,فَاعَلَ,,,,,B2
13081,7,vocabulary,عَارَجَ,,ع-ر-ج,3,فَاعَلَ,,,,,B2
13082,7,vocabulary,عَارَقَ,,ع-ر-ق,3,فَاعَلَ,,,,,B2
13083,7,vocabulary,عَاشَءَ,,ع-ش-ء,3,فَاعَلَ,,,,,B2
13084,7,vocabulary,عَاصَمَ,,ع-ص-م,3,فَاعَلَ,,,,,B2
13085,7,vocabulary,عَاضَهَ,,ع-ض-ه,3,فَاعَلَ,,,,,B2
13086,7,vocabulary,عَاطَتَ,,ع-ط-ت,3,فَاعَلَ,,,,,B2
13087,7,vocabulary,عَاطَلَ,,ع-ط-ل,3,فَاعَلَ,,,,,B2
13088,7,vocabulary,عَاقَلَ,,ع-ق-ل,3,فَاعَلَ,,,,,B2
13089,7,vocabulary,عَالَقَ,,ع-ل-ق,3,فَاعَلَ,,,,,B2
13090,7,vocabulary,عَالَنَ,,ع-ل-ن,3,فَاعَلَ,,,,,B2
13091,7,vocabulary,عَامَرَ,,ع-م-ر,3,فَاعَلَ,,,,,B2
13092,7,vocabulary,عَامَنَ,,ع-م-ن,3,فَاعَلَ,,,,,B2
13093,7,vocabulary,عَانَتَ,,ع-ن-ت,3,فَاعَلَ,,,,,B2
13094,7,vocabulary,عَانَدَ,,ع-ن-د,3,فَاعَلَ,,,,,B2
13095,7,vocabulary,عَانَهَ,,ع-ن-ه,3,فَاعَلَ,,,,,B2
13096,7,vocabulary,عَتَّبَ,,ع-ت-ب,2,فَعَّلَ,,,,,B2
13097,7,vocabulary,عَتَّدَ,,ع-ت-د,2,فَعَّلَ,,,,,B2
13098,7,vocabulary,عَتَّقَ,,ع-ت-ق,2,فَعَّلَ,,,,,B2
13099,7,vocabulary,عَتَّمَ,,ع-ت-م,2,فَعَّلَ,,,,,B2
13100,7,vocabulary,عَثَّرَ,,ع-ث-ر,2,فَعَّلَ,,,,,B2
13101,7,vocabulary,عَجَّبَ,,ع-ج-ب,2,فَعَّلَ,,,,,B2
13102,7,vocabulary,عَرَّبَ,,ع-ر-ب,2,فَعَّلَ,,,,,B2
13103,7,vocabulary,عَرَّتَ,,ع-ر-ت,2,فَعَّلَ,,,,,B2
13104,7,vocabulary,عَرَّجَ,,ع-ر-ج,2,فَعَّلَ,,,,,B2
13105,7,vocabulary,عَرَّسَ,,ع-ر-س,2,فَعَّلَ,,,,,B2
13106,7,vocabulary,عَرَّقَ,,ع-ر-ق,2,فَعَّلَ,,,,,B2
13107,7,vocabulary,عَشَّءَ,,ع-ش-ء,2,فَعَّلَ,,,,,B2
13108,7,vocabulary,عَشَّرَ,,ع-ش-ر,2,فَعَّلَ,,,,,B2
13109,7,vocabulary,عَصَّمَ,,ع-ص-م,2,فَعَّلَ,,,,,B2
13110,7,vocabulary,عَضَّهَ,,ع-ض-ه,2,فَعَّلَ,,,,,B2
13111,7,vocabulary,عَطَّتَ,,ع-ط-ت,2,فَعَّلَ,,,,,B2
13112,7,vocabulary,عَطَّلَ,,ع-ط-ل,2,فَعَّلَ,,,,,B2
13113,7,vocabulary,عَقَّبَ,,ع-ق-ب,2,فَعَّلَ,,,,,B2
13114,7,vocabulary,عَقَّلَ,,ع-ق-ل,2,فَعَّلَ,,,,,B2
13115,7,vocabulary,عَلَّنَ,,ع-ل-ن,2,فَعَّلَ,,,,,B2
13116,7,vocabulary,عَمَّلَ,,ع-م-ل,2,فَعَّلَ,,,,,B2
13117,7,vocabulary,عَمَّنَ,,ع-م-ن,2,فَعَّلَ,,,,,B2
13118,7,vocabulary,عَنَّتَ,,ع-ن-ت,2,فَعَّلَ,,,,,B2
13119,7,vocabulary,عَنَّدَ,,ع-ن-د,2,فَعَّلَ,,,,,B2
13120,7,vocabulary,غَارَبَ,,غ-ر-ب,3,فَاعَلَ,,,,,B2
13121,7,vocabulary,غَارَفَ,,غ-ر-ف,3,فَاعَلَ,,,,,B2
13122,7,vocabulary,غَاسَلَ,,غ-س-ل,3,فَاعَلَ,,,,,B2
13123,7,vocabulary,غَاضَبَ,,غ-ض-ب,3,فَاعَلَ,,,,,B2
13124,7,vocabulary,غَالَقَ,,غ-ل-ق,3,فَاعَلَ,,,,,B2
13125,7,vocabulary,غَانَمَ,,غ-ن-م,3,فَاعَلَ,,,,,B2
13126,7,vocabulary,غَرَّفَ,,غ-ر-ف,2,فَعَّلَ,,,,,B2
13127,7,vocabulary,غَضَّبَ,,غ-ض-ب,2,فَعَّلَ,,,,,B2
13128,7,vocabulary,غَلَّقَ,,غ-ل-ق,2,فَعَّلَ,,,,,B2
13129,7,vocabulary,غَنَّمَ,,غ-ن-م,2,فَعَّلَ,,,,,B2
13130,7,vocabulary,فَاتَتَ,,ف-ت-ت,3,فَاعَلَ,,,,,B2
13131,7,vocabulary,فَاتَرَ,,ف-ت-ر,3,فَاعَلَ,,,,,B2
13132,7,vocabulary,فَارَحَ,,ف-ر-ح,3,فَاعَلَ,,,,,B2
13133,7,vocabulary,فَارَدَ,,ف-ر-د,3,فَاعَلَ,,,,,B2
13134,7,vocabulary,فَارَشَ,,ف-ر-ش,3,فَاعَلَ,,,,,B2
13135,7,vocabulary,فَاضَلَ,,ف-ض-ل,3,فَاعَلَ,,,,,B2
13136,7,vocabulary,فَاطَرَ,,ف-ط-ر,3,فَاعَلَ,,,,,B2
13137,7,vocabulary,فَاكَرَ,,ف-ك-ر,3,فَاعَلَ,,,,,B2
13138,7,vocabulary,فَتَّتَ,,ف-ت-ت,2,فَعَّلَ,,,,,B2
13139,7,vocabulary,فَتَّرَ,,ف-ت-ر,2,فَعَّلَ,,,,,B2
13140,7,vocabulary,فَضَّلَ,,ف-ض-ل,2,فَعَّلَ,,,,,B2
13141,7,vocabulary,فَكَّرَ,,ف-ك-ر,2,فَعَّلَ,,,,,B2
13142,7,vocabulary,قَءَّدَ,,ق-ء-د,2,فَعَّلَ,,,,,B2
13143,7,vocabulary,قَاءَدَ,,ق-ء-د,3,فَاعَلَ,,,,,B2
13144,7,vocabulary,قَادَرَ,,ق-د-ر,3,فَاعَلَ,,,,,B2
